<occupation-6-end>,1914-06-23
<faith-1>,Nederlands Hervormd
<death-place>,'s-Gravenhage
<occupation-5>,lid Gedeputeerde Staten van Zuid-Holland
<occupation-2-begin>,1878-09-01
<occupation-3>,lid gemeenteraad van 's-Gravenhage
<occupation-2-end>,1879-02-01
<occupation-1>,marineofficier
<occupation-1-end>,1881-01-15
<occupation-3-begin>,1889-05-07
<name>,j.d. baron van wassenaer van rosande|dirk baron van wassenaer van rosande
<education-2-end>,1870-08-01
<education-2>,officiersopleiding KIM (Koninklijk Instituut voor de Marine) te Willemsoord (Den Helder)
<gender>,1
<birth-place>,Bennekom
<death-time>,1914-06-23
<birth-time>,1851-07-07
<occupation-5-begin>,1901-07-03
<occupation-4>,lid Provinciale Staten van Zuid-Holland voor het kiesdistrict 's-Gravenhage
<education-3-end>,1873-09-01
<education-2-begin>,1866-06-01
<occupation-1-begin>,1873-09-01
<occupation-4-begin>,1898-06-17
<occupation-2>,adjudant van Z.K.H. Prins Hendrik der Nederlanden
<occupation-5-end>,1904-09
<education-3-begin>,1870-08-01
<occupation-6>,lid Eerste Kamer der Staten-Generaal voor Zuid-Holland
<occupation-3-end>,1901-07-03
<occupation-6-begin>,1904-09-21
<education-1>,opleiding kostschool "Schreuder" te Noordwijk
<education-3>,adelborst eerste klasse
<occupation-4-end>,1904-09
